-0.5142913,-0.5142901,0.4852886,0.4852886
-0.4065638,-0.6383795,0.4426882,0.4808373
-0.4094548,-0.6369614,0.4419204,0.4809712
-0.4077952,-0.6386479,0.4417504,0.4803004
-0.3959641,-0.6476665,0.4419221,0.4779597
-0.388878,-0.6538041,0.441942,0.4753963
-0.3870814,-0.6557508,0.4425535,0.473609
-0.4205461,-0.6346473,0.4415984,0.4747154
-0.4205629,-0.6346433,0.4431544,0.4732537
-0.4870179,-0.579211,0.4428627,0.4808335
-0.4472415,-0.6058635,0.446063,0.4836654
-0.4123507,-0.6252078,0.4514818,0.4850219
-0.4892666,-0.5620058,0.4553306,0.4872797
-0.5272028,-0.5225527,0.4605587,0.486705
-0.567423,-0.4763196,0.4647867,0.4848956
-0.5597716,-0.4865023,0.4694036,0.4791989
-0.5509679,-0.4952321,0.4726539,0.4772606
-0.5657237,-0.4769118,0.4728161,0.4784944
-0.5404091,-0.5052181,0.4714315,0.4800676
-0.4430923,-0.5860229,0.4759745,0.4834198
-0.4078998,-0.6058612,0.4797527,0.4861968
-0.4940574,-0.5309088,0.4835274,0.4901474
-0.6516583,-0.3043146,0.4894954,0.4930804
-0.7072114,0.0883687,0.4973193,0.4946884
-0.2857648,-0.6424825,0.5100059,0.4954278
-0.6651099,-0.1901507,0.5210722,0.4999552
-0.5923744,-0.3523389,0.5245932,0.4997518
-0.6292115,-0.2872737,0.5280271,0.4927008
-0.6497015,-0.2490476,0.5258489,0.4892301
-0.5949087,-0.3718017,0.521614,0.4855576
-0.4451015,-0.5548714,0.5157249,0.4775251
-0.5685092,-0.4468975,0.5055836,0.4706008
-0.4809887,-0.545717,0.5044795,0.4651271
-0.3927947,-0.6165811,0.5045057,0.4593626
-0.4700491,-0.5648932,0.499844,0.4583726
-0.4894716,-0.5518578,0.4965594,0.4574922
-0.4576836,-0.5810922,0.4973197,0.4533549
-0.5002856,-0.5530998,0.4893055,0.4520784
-0.4642203,-0.5795452,0.4888071,0.4579242
-0.4665809,-0.5753962,0.4868087,0.4628594
-0.4748141,-0.5701323,0.4865902,0.4612274
-0.4597649,-0.5810542,0.4872222,0.4621763
-0.4759924,-0.5709418,0.4843161,0.4614052
-0.469826,-0.5774976,0.4828482,0.4611049
-0.4214973,-0.6090171,0.4872185,0.4626621
-0.41977,-0.606701,0.4891095,0.4652731
-0.43659,-0.5860703,0.4938729,0.4711689
-0.4738759,-0.5518325,0.495102,0.4751805
-0.3622127,-0.6289494,0.4979664,0.4746094
0.1641483,-0.6975094,0.5110933,0.4746783
0.2569925,-0.6661987,0.5157655,0.4734131
0.2970756,-0.6482238,0.5228601,0.4670859
0.1114661,-0.7075315,0.5192554,0.4662065
-0.05427028,-0.7127855,0.5133657,0.4748128
-0.2308092,-0.6782059,0.5052479,0.4811323
-0.3124816,-0.6536221,0.4951413,0.4795503
-0.371469,-0.6265583,0.4875906,0.481343
-0.354957,-0.6372042,0.484907,0.4825364
-0.3831092,-0.6224144,0.4847188,0.4804949
-0.4245084,-0.5958176,0.4884613,0.4756044
-0.4581514,-0.570383,0.4899846,0.4739996
-0.4856265,-0.5454648,0.492836,0.47302
-0.5085836,-0.5304381,0.4891686,0.4697788
-0.5487549,-0.4875432,0.4822224,0.478154
-0.5239531,-0.5182118,0.4808278,0.4751151
-0.4647765,-0.5716578,0.4854575,0.4706605
-0.4866634,-0.5531284,0.487669,0.4683872
-0.5392163,-0.5016267,0.4884653,0.4679938
-0.5241784,-0.5222393,0.4888068,0.4621374
-0.4951598,-0.5450176,0.4934211,0.4629343
-0.4493798,-0.5800524,0.4952714,0.465084
-0.4826267,-0.5484626,0.4934025,0.4720321
-0.5348691,-0.4909232,0.4983923,0.4738297
-0.5453959,-0.476721,0.5028322,0.4716357
-0.5653821,-0.444796,0.5049089,0.4770393
-0.6551414,0.2530111,0.516527,0.4898726
-0.6703914,-0.1980542,0.5177222,0.4932684
-0.5503807,-0.431328,0.5259107,0.4842058
-0.3034465,-0.6350558,0.5253748,0.4781274
-0.7092797,0.005538031,0.5207801,0.4750577
-0.6498488,-0.3028286,0.5134603,0.4715399
-0.5862192,-0.4312137,0.5030507,0.4661992
-0.5092713,-0.5244874,0.5016229,0.462526
-0.464713,-0.5676452,0.499081,0.4612362
-0.4155805,-0.6087171,0.4973919,0.4575562
-0.3701434,-0.6401922,0.4983543,0.4525383
-0.4416074,-0.5980203,0.4948854,0.4499367
-0.4662586,-0.5825927,0.4885918,0.45218
-0.3856909,-0.6396547,0.492361,0.4468389
-0.368461,-0.651908,0.4964076,0.4391263
-0.4353929,-0.614002,0.4891223,0.4406743
-0.4934339,-0.5757873,0.480862,0.4401861
-0.5098422,-0.5662782,0.4759034,0.4392107
-0.4916721,-0.5833415,0.4769389,0.4364637
-0.5009117,-0.5747312,0.4748853,0.4396085
-0.5164673,-0.5585371,0.473889,0.4435394
-0.537623,-0.5388755,0.4716924,0.4450628
-0.542414,-0.5350273,0.4682587,0.4475114
-0.5209057,-0.5573134,0.4651951,0.4490574
-0.4815009,-0.5934902,0.4663554,0.4454647
-0.4400272,-0.6272213,0.4687548,0.4395889
-0.43295,-0.6312449,0.4727996,0.4365143
-0.4354222,-0.6273732,0.4743868,0.4379127
-0.4222302,-0.6350007,0.474914,0.4392635
-0.4395595,-0.6218895,0.4760277,0.4398164
-0.4595842,-0.6066254,0.4772886,0.439299
-0.5127108,-0.5603336,0.4772513,0.4420238
-0.5685036,-0.500946,0.4788682,0.4433307
-0.6329011,-0.404208,0.4900767,0.4425797
-0.6724292,-0.3258566,0.5000825,0.4376915
-0.7023194,-0.2406935,0.5088438,0.435766
-0.7355111,-0.04835974,0.5076433,0.4460751
-0.7321556,0.04523559,0.4986747,0.4617635
-0.7321103,-0.02261052,0.5055463,0.4559892
-0.7313035,-0.07784463,0.5071238,0.4494006
-0.6712325,-0.3096513,0.5058735,0.4445841
-0.4120991,-0.6118124,0.5058151,0.4472259
-0.02138616,-0.7341703,0.5142198,0.4428483
0.1214428,-0.7195979,0.5132859,0.4516282
0.1371121,-0.7159657,0.5163271,0.4494438
0.07706845,-0.7272258,0.5271544,0.4327947
-0.02067739,-0.7350715,0.5175775,0.4374423
-0.06374639,-0.7343452,0.4993502,0.4553273
-0.1036383,-0.7290955,0.4877662,0.4687888
-0.217865,-0.6990452,0.488455,0.4746392
-0.3997265,-0.609302,0.4892364,0.4791844
-0.4965884,-0.5246314,0.4974128,0.4803566
-0.5414172,-0.4695947,0.5013024,0.4848136
-0.6719067,0.2323515,0.48605,0.5082416
-0.4299338,0.5569621,0.4744676,0.5289901
-0.4130099,0.5701039,0.4889734,0.5150819
-0.3607632,0.6041325,0.5159748,0.488512
-0.431154,0.559428,0.5201302,0.4802197
0.4178021,0.572244,0.5140707,0.4834349
-0.39906,0.5870594,0.5129984,0.4826438
-0.5089706,0.4891391,0.5128591,0.4885359
-0.5270394,0.4679668,0.5082784,0.4948632
-0.5039895,0.4920883,0.526548,0.4760156
-0.4112557,0.5807115,0.5243984,0.4675993
-0.3401823,0.6295341,0.5111558,0.4761117
-0.3069684,0.6478912,0.5064284,0.479101
-0.3409104,0.6274684,0.5092602,0.4803308
-0.3287543,0.6298767,0.5153512,0.4791544
-0.7035136,-0.1232639,0.5160574,0.4728205
-0.6746572,0.2428219,0.5127136,0.4722286
-0.6565235,0.2877647,0.516024,0.4689219
-0.6460681,0.3121399,0.5079283,0.4766273
-0.6610131,0.2879438,0.4885524,0.4913925
-0.6786512,0.2465812,0.498524,0.4796917
-0.700389,0.1797375,0.5104539,0.4653884
-0.7178913,-0.1028799,0.5094684,0.4631304
-0.4090754,-0.5968672,0.500587,0.4752048
0.1406804,-0.7094424,0.4975714,0.478877
0.318081,-0.6451256,0.4994178,0.4829277
0.3334308,-0.6372622,0.5010896,0.4812796
0.2546375,-0.6787001,0.507691,0.465592
0.1968294,-0.7014512,0.5069553,0.4606742
0.1727868,-0.7099334,0.5018284,0.4629336
0.1448451,-0.7171927,0.4997149,0.4636157
0.09448332,-0.7229939,0.5054713,0.4613582
-0.1558001,-0.7134054,0.5090647,0.4556668
-0.4395961,-0.5838904,0.5147188,0.4482094
-0.5831611,-0.4374776,0.5231009,0.4414769
-0.6178064,-0.3845029,0.5298814,0.4355439
-0.7225272,-0.07911445,0.520416,0.448177
-0.7305489,-0.004184455,0.5099744,0.4541001
-0.7260498,-0.09818482,0.5153507,0.4445503
-0.6980232,-0.2357695,0.5141188,0.4391564
-0.639248,-0.3748917,0.5011654,0.4468237
-0.4217874,-0.6095059,0.4916633,0.4570177
-0.1548244,-0.7220647,0.4875592,0.465766
0.05562472,-0.727066,0.4836595,0.4841014
0.1350797,-0.7160351,0.4781328,0.490343
0.1365109,-0.7195518,0.488801,0.4740081
0.1103305,-0.7250156,0.4863245,0.4750452
0.1113235,-0.7250203,0.4814582,0.4797402
0.07473433,-0.7287031,0.4861948,0.4764673
-0.08707522,-0.7261739,0.493892,0.4702767
-0.4895304,-0.5443425,0.4965822,0.4663234
-0.6584675,-0.3147707,0.5076786,0.4578236
-0.7097054,-0.1445102,0.522832,0.4495352
-0.7076063,0.1319868,0.5273417,0.451424
-0.6694998,0.2665307,0.5127108,0.4667537
-0.698099,0.1859442,0.5175927,0.4584543
-0.7272649,-0.0001660436,0.5199746,0.448009
-0.7145066,-0.1636812,0.5117934,0.4480583
-0.5919728,-0.4358309,0.502613,0.4549724
-0.2642884,-0.686484,0.497309,0.4599728
-0.03589757,-0.733749,0.4895196,0.4697812
0.06081913,-0.7299876,0.4793736,0.4833428
0.1378983,-0.7183075,0.480843,0.4835374
0.109661,-0.7250668,0.4884219,0.4729658
0.04469439,-0.7342653,0.4772396,0.4807279
0.00885722,-0.7401165,0.4718529,0.4790657
-0.007232293,-0.7407432,0.4778921,0.4720873
-0.1146701,-0.7342111,0.4830016,0.4631353
-0.2267548,-0.7110744,0.4891254,0.4513444
-0.3053371,-0.6849517,0.4936264,0.4403901
-0.3759184,-0.6490023,0.4946791,0.4390603
-0.4661797,-0.589857,0.4885392,0.4428031
-0.5365215,-0.5321,0.4776633,0.4481653
-0.4495681,-0.6098602,0.4849901,0.436742
-0.4560896,-0.6068622,0.4899517,0.4285417
-0.4691983,-0.6003125,0.4888863,0.4248153
-0.4857789,-0.5903502,0.4827425,0.4271596
-0.4913971,-0.5892946,0.4766708,0.4290054
-0.4708864,-0.6075701,0.4753936,0.4279318
-0.4660848,-0.6115401,0.473586,0.4295346
-0.4828643,-0.6003188,0.4731104,0.4273476
-0.5019146,-0.5861948,0.4755584,0.4222577
-0.5107729,-0.5812804,0.4761997,0.4176819
-0.5186865,-0.5766406,0.4745045,0.4162877
-0.522912,-0.5756795,0.4712336,0.4160469
-0.5172729,-0.5830897,0.4689738,0.4153296
-0.5041723,-0.5966752,0.4673585,0.4139627
-0.4946897,-0.6064174,0.4659616,0.4128195
-0.5022846,-0.6024233,0.4641618,0.4115218
-0.5100217,-0.5975443,0.4613908,0.4122343
-0.5078123,-0.6005093,0.4590514,0.4132637
-0.4964697,-0.6134501,0.4590012,0.4080623
-0.52346,-0.5988963,0.4494748,0.406553
-0.5453556,-0.5839583,0.4462946,0.4029902
-0.5486744,-0.5864699,0.4446245,0.3966339
-0.5560533,-0.5805072,0.440683,0.399518
-0.5744814,-0.5615995,0.4371299,0.4043447
-0.5798142,-0.5550116,0.4373813,0.4055555
-0.5758965,-0.5530726,0.443276,0.4073824
-0.5946455,-0.5271527,0.4423025,0.4157828
-0.5779275,-0.5413232,0.4454996,0.4177307
-0.5594361,-0.5572949,0.4466064,0.4207093
-0.5724005,-0.5382624,0.4437161,0.4309843
-0.5783965,-0.5248207,0.4431086,0.4400858
-0.5801848,-0.5157638,0.4444631,0.4470189
-0.577454,-0.5126454,0.4458236,0.4527505
-0.5784259,-0.5054535,0.4470182,0.4583828
-0.5816994,-0.4963591,0.4478742,0.4633166
-0.5797759,-0.49582,0.448173,0.4660077
-0.5722207,-0.501095,0.4511155,0.4668642
-0.5833951,-0.4884903,0.4491792,0.4682577
-0.586987,-0.4857128,0.448799,0.467021
-0.6120257,-0.456123,0.4464265,0.4669903
-0.6292462,-0.4377534,0.4430523,0.4648935
-0.6202539,-0.4555434,0.4429174,0.4599887
-0.6356714,-0.4405296,0.4390577,0.4572568
-0.6414031,-0.4396902,0.4359669,0.4529982
-0.6368098,-0.451026,0.4336876,0.4505149
-0.634096,-0.4563988,0.4339297,0.4486952
-0.6131332,-0.4850017,0.4375998,0.444238
-0.6033061,-0.4965387,0.4396201,0.4429506
-0.596202,-0.4986002,0.4450034,0.4448739
-0.5768048,-0.5145984,0.4527431,0.4444191
-0.5751985,-0.5098497,0.4573467,0.4472514
-0.5546799,-0.5265636,0.4642363,0.4467053
